Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.41;0.38;0.55;0.60;0.69;0.93;1.02;1.21;1.60;1.55;1.85;1.27;3.01
Price/Earnings;10.18;9.38;13.22;15.56;15.17;18.27;18.84;16.42;21.23;19.14;19.72;18.82;25.53
Price/Cash Flow;6.15;5.39;16.71;40.45;10.96;12.96;12.24;11.38;16.53;11.35;12.09;12.66;17.03
Price/Book;1.18;0.80;1.23;1.05;1.17;1.56;1.59;1.80;2.28;2.01;2.42;1.90;4.19
Price/Forward Earnings;9.75;8.02;11.47;13.59;—;—;17.15;16.69;20.28;—;16.69;17.07;—
PEG Ratio;0.65;0.67;0.96;1.13;—;—;1.43;1.39;—;—;—;1.27;—
Earnings Yield %;9.82;10.66;7.57;6.43;6.59;5.47;5.31;6.09;4.71;5.22;5.07;5.36;—
Enterprise Value (Bil);0.58;0.63;0.61;0.63;0.72;0.95;1.05;1.25;1.82;1.71;2.09;1.36;—
Enterprise Value/EBIT;8.83;9.51;8.27;10.37;10.60;13.29;13.52;13.82;18.06;16.04;16.81;14.84;—
Enterprise Value/EBITDA;6.77;7.20;6.31;7.82;8.15;10.22;10.45;10.97;14.73;13.19;14.11;11.84;—
