Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.76;2.08;3.46;3.30;2.52;3.26;4.54;4.95;6.23;5.40;4.94;5.07;3.07
Price/Earnings;14.25;15.34;23.96;20.92;15.03;19.81;23.50;20.95;17.94;17.94;16.07;20.51;25.84
Price/Cash Flow;10.53;7.37;16.47;12.62;10.57;12.55;15.63;35.39;15.55;15.19;13.58;17.79;17.36
Price/Book;4.82;4.48;6.39;4.96;3.24;3.88;4.71;4.07;3.33;2.86;2.65;3.89;4.27
Price/Forward Earnings;12.61;13.89;19.84;17.99;17.04;17.39;21.83;18.87;16.53;15.27;14.66;18.88;—
PEG Ratio;0.61;0.69;1.10;1.00;1.14;1.16;1.21;1.26;1.10;1.02;0.98;1.22;—
Earnings Yield %;7.02;6.52;4.17;4.78;6.66;5.05;4.26;4.77;5.57;5.57;6.22;5.08;—
Enterprise Value (Bil);0.71;1.04;1.93;2.09;1.80;2.73;4.11;4.58;4.76;4.34;4.11;4.28;—
Enterprise Value/EBIT;8.54;9.15;13.86;12.37;8.93;12.23;15.18;16.01;14.60;13.46;12.06;14.78;—
Enterprise Value/EBITDA;7.19;7.68;11.77;10.60;7.66;10.25;12.68;13.81;13.61;12.35;11.08;13.04;—
