Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.25;1.29;1.29;1.57;1.61;1.89;2.15;2.20;2.83;3.09;2.90;2.47;3.07
Price/Earnings;16.16;14.41;14.76;18.52;18.70;18.76;20.65;20.36;25.40;23.81;23.04;22.12;25.84
Price/Cash Flow;5.81;6.51;5.67;6.98;5.82;7.03;8.18;7.73;10.30;12.19;17.37;9.52;17.36
Price/Book;1.59;1.47;1.46;1.79;1.73;1.88;2.14;2.08;2.53;2.60;2.45;2.29;4.27
Price/Forward Earnings;15.20;11.26;11.52;17.15;16.05;17.70;19.69;18.94;22.83;22.57;22.52;20.99;—
PEG Ratio;2.73;1.98;1.99;2.87;2.58;2.98;3.23;2.97;3.96;3.68;3.50;3.55;—
Earnings Yield %;6.19;6.93;6.77;5.40;5.35;5.33;4.84;4.91;3.94;4.20;4.34;4.57;—
Enterprise Value (Bil);23.28;23.96;25.31;30.48;31.03;34.80;39.65;41.61;52.64;57.41;59.40;46.16;—
Enterprise Value/EBIT;12.54;12.62;13.15;15.34;15.31;15.31;17.07;19.27;25.09;25.38;25.53;20.82;—
Enterprise Value/EBITDA;8.05;8.14;8.43;9.73;9.58;9.48;10.20;10.74;13.18;13.36;13.33;11.60;—
