Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.69;0.74;0.74;1.00;0.56;1.01;1.08;0.90;0.26;0.83;1.28;0.90;3.07
Price/Earnings;110.22;—;—;22.46;13.61;33.27;32.11;27.45;19.88;18.06;23.67;25.72;25.84
Price/Cash Flow;10.08;—;—;6.58;11.90;7.76;9.62;12.28;4.67;10.97;8.41;11.17;17.36
Price/Book;0.77;0.94;0.90;1.29;0.78;1.48;1.80;1.70;2.21;1.94;2.96;1.80;4.27
Price/Forward Earnings;11.72;13.37;20.45;—;—;—;—;—;16.34;15.58;21.46;—;—
PEG Ratio;0.84;1.11;1.70;—;—;—;—;—;1.26;1.20;1.39;—;—
Earnings Yield %;0.91;-26.35;-22.78;4.45;7.35;3.01;3.11;3.64;5.03;5.54;4.22;4.47;—
Enterprise Value (Mil);162.05;145.08;182.07;245.23;146.33;277.63;343.61;333.98;579.31;565.82;784.55;423.16;—
Enterprise Value/EBIT;18.44;—;—;10.61;6.98;16.83;17.26;16.38;19.24;17.73;19.91;17.27;—
Enterprise Value/EBITDA;10.61;—;—;8.32;5.33;11.50;12.02;11.14;12.00;10.13;12.10;11.21;—
