Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.01;0.93;1.14;1.18;1.07;0.99;1.09;1.16;1.49;1.63;1.57;1.28;3.01
Price/Earnings;20.47;16.09;19.33;21.23;18.81;17.43;20.67;16.01;24.49;20.82;19.76;19.95;25.53
Price/Cash Flow;13.86;13.12;16.39;16.91;17.13;12.49;15.74;13.34;17.70;13.41;18.66;14.81;17.03
Price/Book;3.09;3.06;3.66;4.01;3.91;3.82;4.40;4.47;5.97;7.38;8.13;5.12;4.19
Price/Forward Earnings;15.27;13.23;17.73;20.20;18.28;15.63;18.42;16.16;21.19;21.51;22.08;18.99;—
PEG Ratio;0.82;0.86;1.19;1.48;1.40;1.36;1.70;1.22;1.94;1.56;2.43;1.66;—
Earnings Yield %;4.89;6.21;5.17;4.71;5.32;5.74;4.84;6.25;4.08;4.80;5.06;5.14;—
Enterprise Value (Bil);16.68;17.37;22.08;24.00;23.83;23.44;28.15;31.06;50.83;62.79;63.83;38.91;—
Enterprise Value/EBIT;12.54;10.78;12.97;13.79;12.58;11.75;13.66;14.79;22.90;18.45;17.75;16.43;—
Enterprise Value/EBITDA;10.43;9.12;10.88;11.53;10.62;9.90;11.46;12.22;18.76;15.85;15.24;13.73;—
