Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;0.54;0.80;0.83;0.67;0.74;0.57;0.70;0.70;3.07
Price/Earnings;—;—;—;—;11.34;12.71;55.23;10.16;20.60;—;30.02;41.29;25.84
Price/Cash Flow;—;—;—;—;7.61;8.12;27.04;6.92;5.42;6.85;4.81;9.35;17.36
Price/Book;—;—;—;—;0.79;1.23;0.98;0.87;1.20;0.96;1.16;1.03;4.27
Price/Forward Earnings;—;—;—;—;7.99;11.33;12.02;8.18;8.65;7.14;7.52;9.66;—
PEG Ratio;—;—;—;—;—;—;2.71;1.50;5.88;0.67;1.52;—;—
Earnings Yield %;—;—;—;—;8.82;7.87;1.81;9.84;4.85;-2.11;3.33;4.76;—
Enterprise Value (Bil);—;—;—;—;32.44;41.68;27.34;25.74;30.57;28.20;30.41;31.30;—
Enterprise Value/EBIT;—;—;—;—;8.71;10.27;15.01;24.87;10.82;18.91;12.24;14.36;—
Enterprise Value/EBITDA;—;—;—;—;4.23;5.32;5.61;7.13;5.70;6.85;5.97;6.34;—
