Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;10.24;10.09;8.79;12.17;13.30;11.95;11.78;11.64;13.79;10.35;13.61;12.08;3.07
Price/Earnings;141.93;49.93;35.09;113.52;81.99;51.55;30.25;43.09;46.36;25.92;46.69;39.53;25.84
Price/Cash Flow;23.84;20.49;19.42;24.64;24.81;21.48;21.08;19.67;23.26;18.05;27.13;21.18;17.36
Price/Book;3.62;3.16;2.97;2.23;2.55;2.50;2.54;2.56;3.19;2.54;3.28;2.71;4.27
Price/Forward Earnings;84.03;45.25;28.25;51.02;77.52;52.36;48.78;45.87;51.55;51.28;77.52;54.22;—
PEG Ratio;9.01;4.43;2.77;5.01;15.45;10.45;5.47;6.84;4.78;28.08;8.35;9.41;—
Earnings Yield %;0.61;2.14;2.85;0.88;1.22;1.94;3.31;2.32;2.16;3.86;2.14;2.71;—
Enterprise Value (Bil);7.04;8.13;8.27;18.33;20.87;20.47;21.32;21.42;25.72;21.42;25.66;22.36;—
Enterprise Value/EBIT;51.33;35.38;30.01;75.04;51.77;37.55;27.50;34.51;38.27;25.08;38.79;32.86;—
Enterprise Value/EBITDA;24.59;19.73;17.37;32.70;24.65;20.65;17.22;19.51;22.30;15.61;21.67;19.23;—
