Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.39;4.54;6.10;4.36;0.79;1.25;0.21;0.05;0.09;0.30;0.52;0.40;3.07
Price/Earnings;10.18;14.68;19.46;12.75;2.62;—;—;—;—;—;2.01;1.74;25.84
Price/Cash Flow;7.11;7.94;12.55;10.05;1.95;3.51;1.86;0.16;0.58;1.05;1.77;2.38;17.36
Price/Book;1.01;1.25;2.10;1.76;0.34;0.77;—;—;—;—;—;0.75;4.27
Price/Forward Earnings;8.95;11.19;14.16;11.26;4.86;8.12;3.22;—;-1.69;—;—;6.17;—
PEG Ratio;0.48;1.19;1.51;0.75;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.82;6.81;5.14;7.84;38.21;-48.82;-1,195.35;-538.92;-924.44;-680.16;49.84;-895.97;—
Enterprise Value (Bil);1.60;2.16;3.19;2.89;1.67;1.69;1.04;0.63;0.62;0.53;0.55;0.88;—
Enterprise Value/EBIT;6.37;9.43;11.98;8.99;5.50;—;—;221.89;—;—;6.05;6.16;—
Enterprise Value/EBITDA;6.14;9.10;11.55;8.77;5.41;—;—;119.74;—;—;5.97;4.06;—
