Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.49;3.20;3.63;4.20;5.15;4.75;4.31;3.31;4.96;6.04;6.77;4.85;3.07
Price/Earnings;21.76;24.83;27.75;29.09;32.56;29.93;26.62;25.31;—;53.42;48.92;38.08;25.84
Price/Cash Flow;11.92;13.36;16.31;16.66;18.25;19.60;16.65;15.82;68.83;26.86;28.01;29.06;17.36
Price/Book;2.64;3.37;3.87;4.14;5.93;5.16;4.57;3.53;6.75;8.02;8.85;5.87;4.27
Price/Forward Earnings;14.16;17.83;18.28;18.90;22.57;19.69;18.28;15.22;23.75;28.90;34.97;23.21;—
PEG Ratio;1.43;0.91;0.90;1.37;1.58;1.33;1.64;2.84;1.34;2.16;2.55;2.10;—
Earnings Yield %;4.59;4.10;3.60;3.44;3.07;3.34;3.76;3.95;-2.26;1.87;2.04;1.95;—
Enterprise Value (Bil);5.62;8.10;9.73;11.10;14.44;16.89;16.55;13.61;20.02;26.33;32.96;19.47;—
Enterprise Value/EBIT;12.59;16.34;17.27;18.07;21.08;21.19;19.45;22.56;—;35.99;34.86;27.51;—
Enterprise Value/EBITDA;9.18;12.29;12.96;13.67;16.29;16.21;14.50;14.91;3,178.05;23.61;24.11;331.06;—
