Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.08;1.09;1.36;0.92;0.33;0.64;0.83;0.53;0.54;0.32;0.59;0.60;3.07
Price/Earnings;15.00;18.20;—;—;—;—;—;7.08;29.80;—;41.00;20.63;25.84
Price/Cash Flow;297.29;13.17;7.54;16.30;3.11;6.40;200.53;135.37;19.43;3.83;2.80;301.75;17.36
Price/Book;1.46;1.29;1.27;0.88;0.35;0.53;0.85;0.60;0.54;0.29;0.42;0.59;4.27
Price/Forward Earnings;9.78;9.62;37.59;—;—;—;—;—;—;—;94.34;—;—
PEG Ratio;0.59;—;1.37;—;—;—;—;—;—;—;3.42;—;—
Earnings Yield %;6.66;5.49;-0.03;-0.32;-23.79;-7.33;-1.17;14.13;3.36;-17.51;-23.86;-3.25;—
Enterprise Value (Mil);350.60;362.28;347.56;268.40;148.26;168.53;231.64;204.30;195.99;126.96;144.72;193.11;—
Enterprise Value/EBIT;12.35;15.39;403.67;51.49;—;—;130.72;12.06;24.15;—;32.09;74.77;—
Enterprise Value/EBITDA;10.13;10.02;22.71;12.01;—;16.17;11.30;5.65;7.31;16.85;16.80;9.54;—
