Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.28;1.51;5.35;4.05;7.73;6.63;7.84;8.10;7.74;10.29;9.34;8.79;3.07
Price/Earnings;15.75;319.27;309.39;90.85;303.28;334.59;191.96;95.59;103.71;87.36;65.57;163.53;25.84
Price/Cash Flow;10.73;239.57;508.94;218.24;—;—;—;—;—;222.23;83.70;128.47;17.36
Price/Book;9.88;6.91;18.22;11.97;22.58;21.05;25.00;23.33;20.69;23.18;18.64;24.57;4.27
Price/Forward Earnings;125.00;119.05;86.96;64.94;434.78;153.85;87.72;64.52;61.73;60.98;52.91;102.88;—
PEG Ratio;5.78;—;0.82;1.40;15.94;2.55;1.50;1.53;2.23;2.29;1.67;2.72;—
Earnings Yield %;6.35;0.31;0.32;1.10;0.33;0.30;0.52;1.05;0.96;1.14;1.52;0.78;—
Enterprise Value (Bil);3.51;4.80;21.31;19.87;48.74;54.16;86.21;122.13;149.98;247.14;247.32;144.13;—
Enterprise Value/EBIT;8.83;95.09;151.30;46.98;158.31;160.87;118.54;74.29;57.48;62.44;42.39;100.01;—
Enterprise Value/EBITDA;4.83;2.74;9.38;6.53;13.45;11.07;12.91;13.63;13.12;17.08;14.55;14.71;—
