Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.17;1.01;0.95;0.83;1.17;0.71;0.86;1.19;1.63;0.96;3.01
Price/Earnings;—;—;16.51;32.09;—;393.33;—;—;—;—;53.04;—;25.53
Price/Cash Flow;—;—;15.95;8.94;10.80;12.65;12.70;7.71;10.14;11.53;10.38;11.03;17.03
Price/Book;—;—;0.81;0.68;0.70;0.60;0.89;0.73;0.98;1.37;1.74;0.91;4.19
Price/Forward Earnings;—;—;68.97;32.89;25.71;69.44;35.84;30.86;60.61;76.34;39.22;41.52;—
PEG Ratio;—;—;—;3.10;1.74;4.69;2.06;1.64;6.21;2.53;1.18;2.64;—
Earnings Yield %;—;—;6.06;3.12;-1.36;0.25;-6.75;-22.08;-2.07;-9.62;-0.41;-7.68;—
Enterprise Value (Bil);—;—;7.73;6.27;6.01;5.63;8.05;6.65;9.79;11.58;15.37;8.18;—
Enterprise Value/EBIT;—;—;—;—;20.30;18.57;13.93;10.33;21.81;27.97;7.43;16.87;—
Enterprise Value/EBITDA;—;—;30.06;11.18;7.30;6.97;8.02;5.63;8.84;10.92;5.63;7.61;—
