Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.30;0.61;0.76;0.70;0.65;0.91;0.91;1.33;3.44;23.67;2.30;3.07
Price/Earnings;—;—;—;652.75;—;—;851.40;—;2,382.33;—;1,925.00;—;25.84
Price/Cash Flow;12.77;4.74;7.09;37.66;19.45;12.35;9.79;22.14;20.85;—;15.87;16.56;17.36
Price/Book;1.00;1.31;2.65;3.49;3.74;4.24;6.42;7.86;11.87;—;35.22;9.99;4.27
Price/Forward Earnings;-5,000.00;-68.03;333.33;129.87;90.91;188.68;322.58;153.85;120.48;-62.11;—;220.03;—
PEG Ratio;—;—;18.39;7.25;—;—;—;—;—;—;—;—;—
Earnings Yield %;-7.82;-9.34;-3.29;0.15;-3.30;-0.49;0.12;-0.79;0.04;-9.47;-9.88;-2.09;—
Enterprise Value (Bil);2.52;2.52;4.45;5.97;5.95;6.40;9.31;11.26;17.45;19.88;22.93;12.45;—
Enterprise Value/EBIT;418.86;—;143.01;43.08;—;37.56;38.21;71.71;53.06;—;65.56;57.17;—
Enterprise Value/EBITDA;6.83;5.97;9.67;11.78;16.87;10.84;14.16;17.63;22.75;—;18.75;16.84;—
