Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.32;0.33;1.53;1.15;0.60;0.41;0.31;0.18;0.33;0.47;0.40;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;13.53;—;25.53
Price/Cash Flow;—;78.72;10.64;29.77;15.92;7.16;6.55;4.79;2.94;4.29;4.37;5.63;17.03
Price/Book;1.36;2.32;1.75;5.04;1.61;1.07;0.96;0.92;0.73;2.63;3.25;1.29;4.19
Price/Forward Earnings;—;—;—;-1,428.57;—;—;—;—;—;—;30.03;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.20;—;—
Earnings Yield %;-36.87;-12.99;-10.71;-1.72;-1.67;-3.49;-6.91;-3.20;-25.79;-38.60;7.39;-22.33;—
Enterprise Value (Mil);4.55;6.65;6.41;56.12;48.76;32.45;34.06;35.32;30.17;100.10;112.56;53.13;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;94.18;—;—;19.64;-63.18;—
Enterprise Value/EBITDA;116.67;20.26;28.89;174.82;43.34;16.25;20.19;8.16;27.48;—;8.45;17.71;—
