Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.11;0.16;0.21;0.35;0.49;0.37;0.49;0.40;0.49;0.43;0.57;0.44;1.50
Price/Earnings;—;—;156.14;—;30.37;31.72;45.27;24.94;24.19;46.53;133.68;36.86;24.83
Price/Cash Flow;1.36;1.63;2.50;3.91;5.51;3.87;4.87;4.38;5.62;3.81;5.41;4.52;11.13
Price/Book;0.59;0.67;0.78;1.00;1.44;1.12;1.60;1.77;2.34;2.14;2.00;1.73;1.87
Price/Forward Earnings;9.86;7.47;10.72;22.22;22.12;12.69;18.48;14.84;17.12;16.95;19.08;17.65;—
PEG Ratio;3.12;—;1.02;2.11;0.68;0.87;1.34;1.53;2.08;1.84;0.92;1.66;—
Earnings Yield %;-5.67;-0.66;0.64;-0.20;3.29;3.15;2.21;4.01;4.13;2.15;0.75;3.30;—
Enterprise Value (Bil);18.81;10.99;12.89;14.27;17.82;13.31;15.70;15.72;21.03;17.15;20.34;16.15;—
Enterprise Value/EBIT;15.04;9.39;9.99;16.55;13.01;13.11;14.28;11.76;15.13;15.42;24.43;13.52;—
Enterprise Value/EBITDA;4.98;3.50;4.03;5.99;5.78;5.34;5.83;5.64;7.37;5.23;7.00;5.67;—
