Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.35;2.66;5.44;3.68;1.58;2.50;1.91;0.78;1.12;1.25;2.00;1.60;3.07
Price/Earnings;21.11;137.14;—;352.76;—;—;16.37;—;—;—;12.68;39.24;25.84
Price/Cash Flow;9.49;—;—;59.71;22.34;16.90;36.51;5.75;—;16.30;19.89;33.31;17.36
Price/Book;2.50;1.86;2.82;2.74;1.91;1.65;1.94;0.61;0.64;0.82;1.26;1.19;4.27
Price/Forward Earnings;15.04;15.85;-178.57;—;—;—;—;—;—;—;123.46;—;—
PEG Ratio;0.60;0.63;—;—;—;—;—;—;—;—;4.95;—;—
Earnings Yield %;4.74;0.73;-0.97;0.28;-0.79;-1.04;6.11;-7.61;-26.71;-14.05;-32.40;-8.69;—
Enterprise Value (Mil);55.66;52.65;83.32;82.02;53.23;41.60;60.34;21.88;26.81;30.02;27.15;37.62;—
Enterprise Value/EBIT;12.69;87.03;—;—;—;—;9.02;—;—;—;7.77;-159.26;—
Enterprise Value/EBITDA;11.26;47.00;—;113.49;—;859.24;8.04;—;—;—;5.97;36.83;—
