Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.55;0.54;0.67;0.80;0.89;1.42;1.36;1.23;1.12;1.12;1.43;1.25;3.07
Price/Earnings;14.27;17.31;17.20;19.78;21.10;22.15;19.09;13.14;32.03;13.76;11.02;18.61;25.84
Price/Cash Flow;5.99;4.89;5.98;6.62;5.10;8.34;8.62;8.70;7.59;6.66;8.24;8.04;17.36
Price/Book;1.66;1.59;1.91;2.46;2.16;2.80;2.57;2.52;2.47;1.76;2.02;2.35;4.27
Price/Forward Earnings;11.17;9.78;8.35;10.91;—;19.42;18.69;18.55;16.21;12.18;14.03;16.93;—
PEG Ratio;55.85;48.95;41.77;54.55;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.01;5.78;5.81;5.06;4.74;4.51;5.24;7.61;3.12;7.27;9.08;5.74;—
Enterprise Value (Bil);5.45;7.21;8.21;9.85;9.34;11.56;12.11;13.41;15.59;13.33;15.63;13.09;—
Enterprise Value/EBIT;9.45;11.71;9.88;9.79;11.20;12.31;13.09;12.37;23.69;13.48;10.98;14.43;—
Enterprise Value/EBITDA;6.77;7.52;6.87;7.19;7.73;8.62;9.03;8.71;14.09;9.05;8.15;9.64;—
