Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.27;2.56;2.31;2.09;1.88;2.26;3.40;5.73;6.09;6.75;3.92;4.61;3.07
Price/Earnings;22.18;48.33;70.22;65.65;65.80;—;829.71;256.54;88.38;57.37;42.97;192.58;25.84
Price/Cash Flow;12.03;23.23;23.38;13.81;14.06;13.22;16.22;26.42;54.02;36.56;31.40;26.87;17.36
Price/Book;2.27;2.71;2.74;2.35;2.11;2.78;3.87;7.27;9.92;9.03;4.64;6.31;4.27
Price/Forward Earnings;17.12;19.61;17.99;19.72;19.76;24.10;33.00;33.33;31.35;36.63;24.33;33.21;—
PEG Ratio;1.35;1.51;1.38;2.45;1.32;1.60;3.30;3.34;2.62;3.67;2.43;3.06;—
Earnings Yield %;4.51;2.07;1.42;1.52;1.52;-2.86;0.12;0.39;1.13;1.74;2.33;0.39;—
Enterprise Value (Bil);1.35;2.40;2.49;2.23;1.97;2.33;3.15;5.25;6.05;6.22;3.98;4.42;—
Enterprise Value/EBIT;13.60;38.67;45.69;53.99;37.50;—;44.27;112.43;68.26;45.26;44.35;66.12;—
Enterprise Value/EBITDA;9.17;19.74;19.22;17.62;13.89;57.64;19.74;36.53;30.12;26.48;22.87;30.21;—
