Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.86;3.22;3.26;3.75;3.94;3.39;3.42;3.33;3.40;3.78;4.73;3.38;1.50
Price/Earnings;22.00;27.44;27.60;20.19;40.37;29.65;32.29;32.68;42.17;—;818.84;74.33;24.83
Price/Cash Flow;17.68;19.10;18.31;23.24;22.88;19.75;20.21;20.62;20.18;24.77;23.13;20.10;11.13
Price/Book;3.95;4.45;4.36;4.49;4.57;3.84;3.96;7.14;1.76;1.65;2.12;3.18;1.87
Price/Forward Earnings;19.72;23.58;22.78;27.47;28.49;24.39;28.17;25.13;27.40;27.86;33.78;28.99;—
PEG Ratio;2.12;2.35;1.91;2.21;4.39;2.33;2.80;3.02;2.88;2.70;1.23;2.86;—
Earnings Yield %;4.55;3.64;3.62;4.95;2.48;3.37;3.10;3.06;2.37;-0.02;0.12;2.48;—
Enterprise Value (Bil);11.73;16.57;16.67;21.82;26.76;25.32;27.18;48.99;64.07;60.27;71.55;42.26;—
Enterprise Value/EBIT;16.44;19.23;19.12;17.37;26.55;20.84;22.56;46.35;38.93;230.04;157.60;59.52;—
Enterprise Value/EBITDA;13.12;15.19;14.95;13.59;19.16;15.47;16.40;30.91;21.46;24.78;27.63;19.75;—
