Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.48;0.69;0.54;0.60;0.58;0.84;0.41;0.68;0.61;0.77;0.65;1.50
Price/Earnings;4.62;10.57;10.37;17.73;17.20;19.28;19.35;11.37;19.73;18.83;30.88;18.72;24.83
Price/Cash Flow;7.86;9.51;15.51;10.73;94.46;11.47;14.67;6.83;7.90;5.48;8.21;10.07;11.13
Price/Book;1.75;1.90;2.63;3.51;1.98;2.20;2.90;1.29;2.30;1.92;2.35;2.15;1.87
Price/Forward Earnings;7.37;9.14;10.19;9.51;13.89;11.93;14.73;8.51;13.00;14.12;16.67;13.90;—
PEG Ratio;6.70;0.83;0.92;0.86;—;—;—;—;—;—;—;—;—
Earnings Yield %;21.64;9.46;9.64;5.64;5.81;5.19;5.17;8.80;5.07;5.31;3.24;5.55;—
Enterprise Value (Bil);0.54;0.75;1.09;1.44;2.76;2.88;3.79;2.29;3.79;3.41;3.90;3.27;—
Enterprise Value/EBIT;4.96;8.26;9.35;18.23;15.76;14.80;15.22;9.52;14.51;13.25;19.59;13.80;—
Enterprise Value/EBITDA;3.14;6.71;7.75;13.67;10.65;10.15;12.38;7.64;9.32;7.22;8.95;9.56;—
