Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.55;1.73;2.44;2.15;2.15;2.01;0.99;3.24;1.64;1.31;12.44;2.24;3.07
Price/Earnings;18.24;58.88;51.18;34.21;54.17;50.79;20.18;—;16.95;—;14.71;85.15;25.84
Price/Cash Flow;4.47;9.53;6.80;6.72;10.04;6.62;2.89;9.37;4.92;2.50;5.75;5.47;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;19.08;17.64;24.94;29.15;27.32;31.06;22.12;13.23;15.85;-33.78;—;20.31;—
PEG Ratio;2.05;2.23;2.34;3.64;3.42;3.88;—;—;—;—;—;2.95;—
Earnings Yield %;5.48;1.70;1.95;2.92;1.85;1.97;4.96;-1.54;5.90;-4.03;-21.01;2.34;—
Enterprise Value (Bil);1.37;1.54;1.92;1.72;1.83;1.76;1.40;1.36;1.41;1.12;1.31;1.40;—
Enterprise Value/EBIT;7.09;9.72;10.37;10.54;12.86;11.45;8.90;5.00;9.36;39.88;21.99;11.33;—
Enterprise Value/EBITDA;6.48;8.61;9.17;8.81;10.48;9.35;7.19;4.38;7.35;17.12;13.44;7.93;—
