Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.28;0.63;1.05;1.01;0.95;1.01;0.79;0.84;1.04;2.22;0.94;3.07
Price/Earnings;15.26;9.97;11.40;4.28;14.32;7.96;11.20;9.80;8.26;—;4.86;8.84;25.84
Price/Cash Flow;3.41;4.07;6.00;7.62;5.89;4.99;9.37;4.56;4.45;—;6.20;5.36;17.36
Price/Book;5.60;—;170.72;3.30;3.82;2.87;2.83;2.48;2.49;7.64;58.70;6.52;4.27
Price/Forward Earnings;3.59;4.99;9.17;10.52;8.20;9.83;9.79;7.39;7.83;158.73;—;14.65;—
PEG Ratio;1.20;0.85;1.93;2.22;—;1.54;2.57;0.58;0.73;39.13;—;—;—
Earnings Yield %;6.55;10.03;8.77;23.38;6.98;12.56;8.93;10.20;12.11;-41.26;-46.35;2.04;—
Enterprise Value (Bil);18.08;19.44;31.31;46.37;44.47;40.64;46.30;41.36;52.09;45.58;49.52;43.87;—
Enterprise Value/EBIT;13.81;9.58;10.64;13.61;8.89;5.34;7.78;7.69;8.09;—;7.06;7.15;—
Enterprise Value/EBITDA;6.41;5.41;10.64;13.61;8.89;5.34;7.78;7.69;8.09;—;7.06;6.87;—
