Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;3.58;4.24;3.74;3.13;2.76;3.60;2.08;2.79;2.44;2.45;2.61;3.01
Price/Earnings;—;16.80;19.07;15.05;14.88;10.43;13.82;3.98;9.68;9.10;10.82;8.62;25.53
Price/Cash Flow;—;4.71;5.52;5.15;4.72;3.75;5.30;2.88;3.95;4.44;4.44;3.85;17.03
Price/Book;1.11;0.93;1.29;1.30;1.17;1.07;1.36;0.75;0.99;0.85;0.75;0.94;4.19
Price/Forward Earnings;18.21;11.78;13.97;12.22;7.63;6.10;10.73;5.27;7.20;8.15;9.48;7.53;—
PEG Ratio;0.46;0.29;0.35;0.30;0.51;0.41;—;—;—;—;—;0.41;—
Earnings Yield %;—;5.95;5.24;6.65;6.72;9.58;7.24;25.12;10.33;10.99;9.24;12.79;—
Enterprise Value (Bil);3.87;6.29;8.41;9.95;10.81;11.86;13.98;14.22;18.85;19.00;19.68;15.36;—
Enterprise Value/EBIT;—;28.48;29.39;24.55;26.67;20.22;22.40;21.38;25.60;25.09;31.59;22.85;—
Enterprise Value/EBITDA;—;14.39;15.23;13.69;13.72;11.55;12.47;11.62;13.42;12.47;13.82;12.17;—
