Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.77;0.82;1.68;1.28;1.02;1.80;1.32;0.38;0.80;0.95;0.85;0.99;3.01
Price/Earnings;18.02;22.49;29.92;21.45;62.91;56.42;52.91;—;—;—;52.21;75.95;25.53
Price/Cash Flow;—;11.42;17.01;16.98;31.70;15.48;36.09;13.14;31.04;—;44.85;24.97;17.03
Price/Book;1.59;1.65;3.10;2.10;1.69;2.56;2.13;0.74;2.45;3.48;3.32;1.99;4.19
Price/Forward Earnings;12.42;13.02;19.80;14.03;15.41;29.33;—;—;—;—;—;19.50;—
PEG Ratio;1.03;1.14;1.73;1.22;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.55;4.45;3.34;4.66;1.59;1.77;1.89;-5.96;-5.49;-17.46;-10.69;-5.94;—
Enterprise Value (Bil);0.67;0.70;1.39;0.99;0.75;1.07;1.16;1.15;1.49;1.22;1.10;1.22;—
Enterprise Value/EBIT;13.49;15.11;20.52;14.29;31.18;42.17;54.24;322.37;48.16;—;56.04;69.44;—
Enterprise Value/EBITDA;9.72;10.66;16.02;11.15;16.10;21.83;23.07;16.10;14.25;64.97;12.93;31.92;—
