Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.27;0.21;0.26;0.29;0.38;0.37;0.48;0.34;0.37;0.36;0.33;0.37;1.50
Price/Earnings;9.22;11.20;14.28;—;29.00;28.61;14.02;9.86;10.13;20.64;12.89;14.93;24.83
Price/Cash Flow;3.43;2.90;3.91;6.62;5.97;5.43;6.60;4.92;6.20;3.42;3.34;5.13;11.13
Price/Book;0.82;0.85;1.03;1.30;1.67;1.60;1.90;1.29;1.46;1.30;1.14;1.44;1.87
Price/Forward Earnings;7.27;7.94;11.33;20.33;22.88;18.05;18.08;10.92;12.71;13.91;12.94;14.56;—
PEG Ratio;1.12;—;1.17;2.29;—;0.90;2.87;4.77;—;16.17;1.65;6.27;—
Earnings Yield %;10.84;8.93;7.00;-6.20;3.45;3.50;7.13;10.15;9.87;4.84;7.76;7.60;—
Enterprise Value (Bil);11.43;11.41;14.32;15.04;17.46;15.62;19.42;17.15;20.61;18.05;16.27;17.38;—
Enterprise Value/EBIT;5.93;8.13;10.14;39.80;18.70;17.59;10.59;9.12;9.07;13.65;9.97;11.10;—
Enterprise Value/EBITDA;3.34;3.79;4.96;7.45;7.28;6.04;5.55;4.71;5.10;5.04;4.07;5.01;—
