Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.56;0.52;0.65;0.79;0.78;0.86;1.10;1.12;1.20;1.34;1.50;1.09;3.07
Price/Earnings;11.24;10.27;14.23;18.18;18.67;23.64;25.05;19.54;21.38;20.14;23.27;21.01;25.84
Price/Cash Flow;6.29;7.93;10.19;15.05;13.16;10.53;14.62;22.87;19.46;15.14;15.57;15.61;17.36
Price/Book;1.89;1.77;2.32;2.96;3.39;4.05;4.72;4.78;5.07;5.09;5.82;4.53;4.27
Price/Forward Earnings;10.62;9.52;12.79;16.39;16.16;16.95;20.37;17.06;17.89;19.27;22.37;18.15;—
PEG Ratio;0.96;1.03;1.43;1.84;1.36;1.12;1.54;1.24;1.40;1.61;1.75;1.40;—
Earnings Yield %;8.90;9.73;7.03;5.50;5.36;4.23;3.99;5.12;4.68;4.96;4.30;4.82;—
Enterprise Value (Bil);52.01;60.59;80.46;104.74;133.97;169.89;223.11;258.86;307.77;354.73;409.65;258.23;—
Enterprise Value/EBIT;6.35;6.55;8.68;10.52;11.84;13.91;15.47;15.39;16.12;14.79;16.96;14.69;—
Enterprise Value/EBITDA;5.57;5.74;7.54;9.18;10.38;11.94;13.43;13.49;14.17;13.21;15.13;12.86;—
