Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.39;0.39;0.49;0.54;0.56;0.54;0.54;0.68;0.48;0.34;0.57;0.54;2.06
Price/Earnings;12.06;13.68;17.52;20.03;20.45;17.98;23.44;20.71;30.77;—;16.79;24.09;31.62
Price/Cash Flow;8.54;7.39;10.26;10.34;9.30;9.74;11.53;—;25.79;7.00;11.05;13.49;17.41
Price/Book;1.84;1.72;2.33;2.50;2.55;2.41;2.82;2.37;2.11;1.74;2.59;2.35;2.50
Price/Forward Earnings;10.21;11.98;15.22;15.24;—;17.42;19.84;16.03;21.05;34.60;49.51;21.96;—
PEG Ratio;1.02;1.50;1.90;1.91;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.29;7.31;5.71;4.99;—;5.56;4.27;4.83;3.25;-6.73;-6.28;2.22;—
Enterprise Value (Bil);1.10;1.03;1.35;1.48;—;1.56;1.88;1.72;1.52;1.20;1.52;1.59;—
Enterprise Value/EBIT;10.41;10.75;14.13;15.79;—;14.29;18.48;17.56;32.29;108.80;89.79;31.68;—
Enterprise Value/EBITDA;6.87;6.88;9.08;9.98;—;9.38;10.30;10.96;13.43;12.09;101.26;16.92;—
