Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;8.64;9.84;11.18;15.80;13.68;16.53;17.72;13.89;3.07
Price/Earnings;—;—;—;—;83.45;58.02;54.14;61.72;128.70;120.50;165.14;95.68;25.84
Price/Cash Flow;—;—;—;—;55.47;42.36;47.43;50.21;69.64;69.49;70.01;58.68;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;—;—;—;—;—;46.30;52.08;—;98.04;96.15;126.58;—;—
PEG Ratio;—;—;—;—;—;—;—;—;8.17;8.00;10.53;—;—
Earnings Yield %;—;—;—;—;1.20;1.72;1.85;1.62;0.78;0.83;0.61;1.29;—
Enterprise Value (Bil);—;—;—;—;0.74;1.00;1.27;2.09;2.85;4.21;5.10;2.47;—
Enterprise Value/EBIT;—;—;—;—;46.28;36.94;36.14;51.38;69.08;74.98;101.80;59.42;—
Enterprise Value/EBITDA;—;—;—;—;39.78;33.35;33.10;46.65;61.38;66.94;88.14;53.12;—
