Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;7.52;8.38;12.66;11.07;11.61;10.88;13.68;13.75;18.86;23.10;24.07;16.24;3.07
Price/Earnings;20.92;22.39;32.98;29.61;29.87;28.52;35.28;38.11;44.30;53.59;56.86;40.71;25.84
Price/Cash Flow;18.79;21.00;27.03;26.19;29.88;25.31;34.50;30.08;46.98;45.31;54.46;36.70;17.36
Price/Book;7.92;8.75;17.48;15.28;17.34;17.95;24.76;33.68;60.78;61.30;58.07;40.09;4.27
Price/Forward Earnings;17.12;19.53;26.60;23.70;25.19;23.75;28.33;24.81;32.89;43.29;46.73;33.17;—
PEG Ratio;0.99;1.44;1.49;1.34;1.71;1.80;1.67;1.32;2.03;2.14;1.71;1.84;—
Earnings Yield %;4.78;4.47;3.03;3.38;3.35;3.51;2.83;2.62;2.26;1.87;1.76;2.56;—
Enterprise Value (Bil);42.93;55.51;127.86;94.48;105.04;108.85;158.21;192.36;302.56;357.10;373.53;228.24;—
Enterprise Value/EBIT;12.75;14.05;28.44;18.81;20.99;20.02;24.37;25.14;34.87;42.48;44.57;29.67;—
Enterprise Value/EBITDA;12.09;13.27;26.95;17.73;19.59;18.73;22.91;23.70;33.01;39.76;41.60;27.90;—
