Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.65;1.24;1.28;1.48;1.38;1.87;2.14;2.98;4.88;4.08;2.74;3.07
Price/Earnings;—;8.20;18.45;55.97;47.29;51.15;30.33;278.63;42.33;55.07;68.70;119.65;25.84
Price/Cash Flow;9.82;16.42;—;33.25;15.33;14.99;19.51;67.15;33.19;31.62;25.31;33.12;17.36
Price/Book;1.94;2.00;3.48;2.33;2.65;2.69;3.27;3.66;4.88;6.90;5.46;4.42;4.27
Price/Forward Earnings;11.56;12.44;33.00;30.40;21.98;23.31;—;21.41;37.04;46.30;41.84;34.28;—
PEG Ratio;2.10;—;1.39;4.56;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.85;12.19;5.42;1.79;2.11;1.95;3.30;0.36;2.36;1.82;1.46;1.79;—
Enterprise Value (Bil);1.65;1.00;2.28;1.86;1.94;1.82;2.65;3.35;4.91;8.09;6.80;4.33;—
Enterprise Value/EBIT;20.94;3.11;7.96;19.26;18.61;18.90;14.07;26.15;24.89;42.32;53.21;28.33;—
Enterprise Value/EBITDA;8.38;2.35;5.99;10.57;11.34;11.53;10.56;17.92;19.04;30.99;34.38;19.61;—
