Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.43;1.76;2.03;2.19;3.35;2.59;3.31;2.41;2.73;2.64;3.02;2.68;1.94
Price/Earnings;—;22.03;29.11;26.38;14.82;14.52;13.24;11.68;17.47;35.71;34.48;16.08;35.54
Price/Cash Flow;8.95;16.79;17.21;16.46;16.04;10.88;14.67;11.36;15.39;16.08;18.13;13.04;13.91
Price/Book;2.51;19.85;41.35;24.28;11.29;9.06;5.72;3.37;3.37;3.12;3.14;4.66;2.09
Price/Forward Earnings;11.99;14.49;19.08;20.33;17.61;13.19;18.35;13.04;16.05;28.49;322.58;32.16;—
PEG Ratio;6.00;7.24;9.54;10.16;—;—;—;—;—;—;—;—;—
Earnings Yield %;-206.25;4.54;3.44;3.79;6.75;6.89;7.55;8.56;5.72;2.80;-2.28;6.30;—
Enterprise Value (Bil);0.39;0.47;0.59;0.67;1.04;0.87;1.07;0.75;1.03;0.94;0.92;0.92;—
Enterprise Value/EBIT;10.28;13.72;16.44;23.16;14.35;14.04;11.83;10.65;18.27;32.58;31.58;15.56;—
Enterprise Value/EBITDA;6.68;8.80;10.67;14.11;11.49;10.75;9.53;8.31;11.83;14.12;32.11;11.53;—
