Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.55;2.05;4.48;2.36;0.98;0.91;2.55;5.15;6.78;4.83;5.71;4.20;3.07
Price/Earnings;4.19;—;—;—;—;—;—;—;—;—;117.50;172.33;25.84
Price/Cash Flow;5.06;—;147.08;—;—;—;—;—;150.52;—;84.30;103.77;17.36
Price/Book;0.91;0.61;1.07;0.60;0.24;0.22;0.56;0.63;0.68;0.73;0.78;0.59;4.27
Price/Forward Earnings;10.83;22.42;-68.49;-4.98;-0.97;—;—;—;—;—;—;—;—
PEG Ratio;0.66;1.12;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;23.86;-4.09;-7.24;-44.42;-249.12;-336.67;-162.53;-24.43;-4.45;-2.98;0.85;-113.04;—
Enterprise Value (Mil);139.91;93.86;188.98;66.48;-4.20;-0.27;3.79;-3.14;-2.66;-3.15;-2.37;-0.20;—
Enterprise Value/EBIT;1.98;—;—;—;—;—;—;—;—;—;-1.12;—;—
Enterprise Value/EBITDA;1.77;—;—;—;—;—;—;—;—;—;-1.26;—;—
