Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.00;2.41;2.92;1.30;0.71;2.02;1.70;1.00;0.40;2.09;3.42;1.38;3.07
Price/Earnings;11.20;12.46;14.56;11.07;—;—;—;—;6.17;—;1.44;5.18;25.84
Price/Cash Flow;4.86;3.68;4.51;2.15;1.22;5.41;4.35;1.90;0.83;5.18;5.05;3.24;17.36
Price/Book;1.85;1.48;1.89;1.29;0.40;0.95;0.51;0.51;0.16;0.77;1.81;0.61;4.27
Price/Forward Earnings;11.00;10.49;13.04;27.40;-18.73;-17.42;-24.75;10.73;-12.32;—;5.66;15.68;—
PEG Ratio;0.66;0.72;0.96;1.45;—;—;—;—;—;—;2.83;—;—
Earnings Yield %;8.93;8.02;6.87;9.03;-148.31;-43.76;-24.32;-32.13;16.21;-191.20;-116.87;-425.40;—
Enterprise Value (Bil);6.67;6.86;9.22;8.23;7.14;7.52;5.36;4.89;3.61;1.38;2.49;4.70;—
Enterprise Value/EBIT;7.89;9.42;10.71;10.84;—;—;—;—;13.28;—;132.16;-99.15;—
Enterprise Value/EBITDA;5.17;4.85;5.45;4.58;—;22.30;—;24.14;3.34;—;132.16;-28.57;—
