Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.00;4.61;8.09;4.70;3.49;7.00;5.05;2.91;6.61;8.17;7.03;5.53;3.07
Price/Earnings;697.00;23.76;20.50;23.97;22.58;80.54;120.77;—;—;—;86.92;86.35;25.84
Price/Cash Flow;20.42;27.94;25.63;14.71;16.33;116.91;81.31;20.29;20.04;57.89;79.25;173.05;17.36
Price/Book;3.63;4.96;6.19;3.00;1.92;3.80;2.54;1.36;2.82;3.01;2.95;2.58;4.27
Price/Forward Earnings;9.96;14.88;24.04;12.92;10.32;28.17;23.81;33.67;—;—;—;27.15;—
PEG Ratio;0.50;0.74;1.20;0.65;0.52;1.41;1.98;2.81;—;—;—;1.72;—
Earnings Yield %;0.14;9.07;4.88;4.17;4.43;1.24;0.83;-2.61;-1.36;-1.16;-7.55;-1.03;—
Enterprise Value (Mil);152.88;341.10;694.56;346.26;210.98;591.45;400.83;176.19;458.27;636.12;541.08;419.37;—
Enterprise Value/EBIT;40.69;16.23;25.01;11.45;8.94;43.41;190.87;—;—;—;-87.22;255.63;—
Enterprise Value/EBITDA;29.77;15.53;23.94;10.76;8.04;33.31;53.77;331.81;—;—;547.09;63.82;—
