Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.98;3.47;5.34;6.80;6.97;4.25;5.19;3.82;3.55;4.14;4.16;4.44;3.07
Price/Earnings;30.61;41.98;35.13;42.08;91.03;67.29;38.55;46.51;45.48;33.84;27.98;111.79;25.84
Price/Cash Flow;14.43;14.24;16.43;23.35;30.05;16.90;17.41;21.70;15.01;14.55;16.08;18.06;17.36
Price/Book;1.47;1.70;3.06;3.71;3.24;2.61;3.33;2.68;3.25;3.48;3.28;3.20;4.27
Price/Forward Earnings;15.50;16.72;19.57;22.37;21.93;14.81;18.48;12.85;15.36;16.53;15.82;16.87;—
PEG Ratio;1.24;1.34;1.57;1.79;—;—;1.54;1.07;1.36;2.38;2.45;—;—
Earnings Yield %;3.27;2.38;2.85;2.38;1.10;1.49;2.59;2.15;2.20;2.96;3.57;2.33;—
Enterprise Value (Bil);1.50;2.75;4.41;5.45;9.05;8.34;10.67;17.27;23.46;25.73;25.40;17.46;—
Enterprise Value/EBIT;16.91;26.61;24.37;27.59;60.90;34.33;28.30;56.86;26.34;25.74;22.85;35.88;—
Enterprise Value/EBITDA;11.48;15.36;15.72;18.33;32.93;17.98;17.44;24.43;14.22;14.82;13.94;18.51;—
