Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.87;2.20;2.53;2.33;1.64;2.58;2.02;1.64;1.72;1.35;1.56;1.87;3.01
Price/Earnings;21.66;16.72;25.91;20.75;16.11;19.82;62.46;—;34.35;15.96;14.76;35.93;25.53
Price/Cash Flow;9.82;13.17;9.96;13.34;7.88;10.77;12.88;9.66;32.86;8.06;7.63;14.07;17.03
Price/Book;2.88;2.16;2.42;2.33;1.76;2.11;2.03;1.93;2.15;1.33;1.71;1.96;4.19
Price/Forward Earnings;17.73;12.77;15.22;16.98;—;24.94;—;—;20.53;13.05;16.56;22.46;—
PEG Ratio;1.97;2.13;2.54;2.83;—;2.42;—;—;—;—;—;2.59;—
Earnings Yield %;4.62;5.98;3.86;4.82;6.21;5.05;1.60;-1.04;2.91;6.26;6.78;2.99;—
Enterprise Value (Bil);2.40;2.58;2.83;3.19;3.05;3.94;3.94;5.56;6.22;5.43;6.32;5.00;—
Enterprise Value/EBIT;17.69;21.28;39.08;29.57;18.34;20.23;43.93;314.61;28.93;20.65;19.47;209.25;—
Enterprise Value/EBITDA;14.06;14.63;23.64;19.05;12.96;14.04;20.99;47.77;19.89;14.60;14.08;21.73;—
