Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.02;0.96;0.94;0.90;0.90;1.24;1.74;1.32;1.43;2.42;2.83;1.59;3.07
Price/Earnings;11.67;11.33;10.05;10.25;13.22;21.42;23.43;20.60;17.07;30.96;24.42;22.07;25.84
Price/Cash Flow;14.04;29.71;10.92;9.19;6.85;8.67;23.00;26.82;16.28;11.38;13.18;19.94;17.36
Price/Book;4.59;4.90;3.30;3.34;3.58;5.03;5.29;4.23;4.78;6.54;7.32;4.97;4.27
Price/Forward Earnings;9.30;8.90;9.64;15.65;17.57;23.04;19.31;12.95;19.16;21.51;16.98;18.77;—
PEG Ratio;0.89;3.05;5.02;—;—;1.85;1.14;1.03;2.81;1.82;1.19;1.75;—
Earnings Yield %;8.57;8.83;9.95;9.75;7.57;4.67;4.27;4.85;5.86;3.23;4.10;4.81;—
Enterprise Value (Bil);53.41;59.84;63.26;62.25;56.37;63.71;80.85;85.58;95.44;123.18;150.03;90.10;—
Enterprise Value/EBIT;12.68;12.68;11.57;13.02;20.46;28.85;29.28;21.10;23.49;31.94;24.20;26.00;—
Enterprise Value/EBITDA;10.42;10.45;9.57;10.23;13.63;16.91;18.06;14.30;15.69;20.62;18.07;16.79;—
