Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.40;0.43;0.61;0.51;0.93;0.75;0.37;0.49;0.47;0.49;0.59;3.07
Price/Earnings;32.17;6.02;—;10.60;8.20;11.76;21.40;5.10;9.75;10.83;24.14;11.66;25.84
Price/Cash Flow;11.58;—;3.92;7.67;4.61;6.70;7.94;4.22;5.18;5.43;8.14;6.48;17.36
Price/Book;—;1.30;1.20;1.39;1.34;1.94;1.80;0.93;1.18;1.11;1.17;1.38;4.27
Price/Forward Earnings;9.82;5.95;7.96;11.26;9.38;13.46;10.03;4.86;7.17;7.51;8.83;9.45;—
PEG Ratio;0.98;0.59;0.80;1.13;0.94;1.35;1.00;0.49;—;—;—;0.98;—
Earnings Yield %;3.11;16.62;-0.45;9.43;12.20;8.51;4.67;19.62;10.26;9.23;4.14;10.18;—
Enterprise Value (Bil);1.16;1.85;1.69;1.83;1.51;2.08;2.23;1.62;1.89;1.73;2.05;1.94;—
Enterprise Value/EBIT;9.26;21.82;11.82;10.05;8.09;10.18;14.87;7.69;9.25;11.79;24.26;11.32;—
Enterprise Value/EBITDA;7.29;13.30;8.12;7.59;6.29;8.14;10.34;5.75;6.86;7.99;12.84;8.03;—
