Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.60;0.68;1.06;1.24;1.11;1.32;0.91;0.57;0.43;0.29;0.58;0.69;3.01
Price/Earnings;3.11;23.27;16.68;18.42;17.02;15.45;41.54;1.25;—;—;1.66;15.19;25.53
Price/Cash Flow;2.58;3.79;5.77;7.21;7.32;8.24;9.12;7.57;5.61;3.03;9.61;7.05;17.03
Price/Book;0.98;0.97;1.39;1.45;1.23;1.54;3.93;0.45;0.47;0.43;0.98;0.98;4.19
Price/Forward Earnings;7.46;6.49;6.11;—;13.05;13.42;—;—;—;—;—;—;—
PEG Ratio;7.45;6.49;6.11;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;32.20;4.30;5.99;5.43;5.88;6.47;2.41;79.68;-49.78;-168.02;-43.45;-38.74;—
Enterprise Value (Bil);0.85;0.83;0.91;0.93;0.92;1.02;2.00;2.51;2.62;2.24;2.53;1.95;—
Enterprise Value/EBIT;10.15;11.46;10.24;11.27;11.78;10.19;63.25;23.72;—;—;1.67;43.97;—
Enterprise Value/EBITDA;8.93;9.97;9.29;10.30;10.68;9.28;47.61;17.55;—;—;1.43;24.09;—
