Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.48;0.45;0.62;0.08;0.34;0.22;0.32;0.21;0.65;0.71;0.37;1.50
Price/Earnings;11.55;17.17;37.40;7.14;—;—;—;—;—;5.34;5.34;5.32;24.83
Price/Cash Flow;7.39;6.54;8.06;—;—;—;—;—;—;—;—;17.80;11.13
Price/Book;0.94;0.80;0.72;0.82;0.42;0.98;0.73;16.59;—;—;14.97;5.66;1.87
Price/Forward Earnings;7.54;6.75;16.21;—;—;—;—;—;—;—;23.70;—;—
PEG Ratio;1.12;1.69;4.05;—;—;—;—;—;—;—;5.92;—;—
Earnings Yield %;8.66;5.83;2.67;14.00;-322.24;-39.04;-8.54;-159.93;-144.96;18.73;-6.90;-66.89;—
Enterprise Value (Mil);112.31;117.31;108.02;48.28;-0.52;11.90;7.41;8.87;13.53;14.19;15.04;12.09;—
Enterprise Value/EBIT;6.78;14.40;20.78;2.13;—;—;—;—;—;21.21;21.22;-0.35;—
Enterprise Value/EBITDA;5.77;9.63;11.17;1.75;—;—;8.71;—;—;6.32;16.26;6.35;—
