Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;6.14;4.67;5.83;4.05;3.63;3.67;5.14;4.74;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.53
Price/Cash Flow;—;—;—;—;—;—;100.33;32.30;40.19;17.96;17.66;72.82;17.03
Price/Book;—;—;—;—;10.03;20.22;109.33;94.39;120.85;32.70;33.43;74.02;4.19
Price/Forward Earnings;—;—;—;—;-11.98;-28.01;-96.15;1,111.11;59.88;26.53;33.67;193.60;—
PEG Ratio;—;—;—;—;—;—;—;140.67;—;—;—;—;—
Earnings Yield %;—;—;—;—;-11.93;-9.45;-5.68;-6.28;-5.42;-2.49;-0.78;-5.74;—
Enterprise Value (Bil);—;—;—;—;0.41;0.77;2.47;2.32;2.74;3.01;4.25;2.41;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-21.77;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;248.88;76.34;—;—
