Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.67;0.38;0.80;0.45;0.36;0.59;1.09;0.62;1.19;1.36;1.24;0.90;1.50
Price/Earnings;9.72;8.39;14.38;—;—;35.00;22.61;13.81;16.20;24.27;22.05;20.80;24.83
Price/Cash Flow;8.22;—;7.19;—;18.23;5.86;12.99;7.28;11.59;8.18;7.43;9.22;11.13
Price/Book;0.96;1.36;1.21;0.78;0.64;1.08;1.94;1.05;1.86;1.50;1.34;1.39;1.87
Price/Forward Earnings;—;9.76;13.85;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.56;0.80;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.29;11.92;6.96;-0.39;-6.34;2.86;4.42;7.24;6.17;4.12;4.53;5.24;—
Enterprise Value (Mil);139.28;189.94;186.55;137.41;106.80;152.74;268.99;192.53;381.32;334.56;293.63;240.75;—
Enterprise Value/EBIT;10.14;10.21;26.98;—;—;20.08;18.12;11.01;14.47;14.13;12.40;14.98;—
Enterprise Value/EBITDA;8.58;6.41;16.24;18.99;—;9.73;10.31;5.43;7.18;6.12;5.37;7.41;—
