Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.78;8.29;8.89;9.11;7.73;9.68;11.06;10.95;15.17;15.11;17.53;12.49;3.07
Price/Earnings;56.47;60.46;56.24;44.91;36.59;26.18;36.98;36.84;54.15;44.25;57.98;39.71;25.84
Price/Cash Flow;14.26;16.81;16.21;16.98;14.19;17.66;19.24;18.45;25.32;26.32;29.18;21.68;17.36
Price/Book;3.12;3.31;3.59;3.66;3.23;4.10;4.26;3.86;4.67;4.41;5.03;4.23;4.27
Price/Forward Earnings;46.73;45.05;45.45;47.85;—;—;—;—;—;—;—;—;—
PEG Ratio;8.94;7.41;7.47;7.88;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.77;1.65;1.78;2.23;2.73;3.82;2.70;2.71;1.85;2.26;1.72;2.67;—
Enterprise Value (Bil);1.96;2.42;2.69;2.96;2.78;3.45;4.12;4.45;6.31;6.71;7.92;5.08;—
Enterprise Value/EBIT;34.85;40.34;41.49;37.57;33.53;27.23;36.19;36.95;51.02;43.65;55.03;39.02;—
Enterprise Value/EBITDA;17.28;19.90;20.86;20.02;17.88;16.96;21.01;21.22;28.04;25.12;30.15;22.51;—
