Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.58;2.21;2.43;1.53;0.80;2.11;1.69;0.80;1.13;1.16;2.96;1.38;3.07
Price/Earnings;12.58;—;—;11.29;—;—;13.75;—;10.39;—;8.86;20.42;25.84
Price/Cash Flow;4.78;4.24;4.89;3.84;2.47;9.56;7.37;4.00;5.39;3.85;8.62;5.90;17.36
Price/Book;1.19;0.99;1.22;1.13;1.16;4.09;3.05;1.14;1.52;2.00;2.43;2.38;4.27
Price/Forward Earnings;9.02;10.30;10.79;12.52;119.05;33.78;18.83;14.95;14.31;27.25;12.72;24.98;—
PEG Ratio;0.81;—;0.21;0.25;443.56;—;—;—;—;4.18;—;—;—
Earnings Yield %;7.95;-0.90;-2.36;8.85;-79.56;-40.11;7.27;-1.82;9.63;-41.56;-6.61;-13.73;—
Enterprise Value (Bil);27.45;25.79;30.87;33.69;23.49;32.88;29.38;13.07;13.08;8.87;25.93;20.05;—
Enterprise Value/EBIT;6.22;343.90;—;7.19;—;—;13.15;139.00;6.97;—;49.48;12.52;—
Enterprise Value/EBITDA;4.21;8.94;12.91;4.32;—;—;7.80;5.77;3.51;—;39.89;3.74;—
