Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.30;1.73;1.62;1.27;1.77;1.93;3.80;1.47;2.92;4.29;5.17;2.99;3.07
Price/Earnings;—;—;96.06;2.09;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;9.93;9.76;11.88;1,595.35;—;823.21;30.31;—;—;68.70;160.18;17.36
Price/Book;1.57;3.02;3.10;1.13;2.17;2.84;5.08;2.07;4.76;7.32;5.81;4.53;4.27
Price/Forward Earnings;-14.01;14.49;25.84;-161.29;103.09;66.23;243.90;20.49;714.29;-61.73;—;176.35;—
PEG Ratio;—;0.36;1.29;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-16.07;-6.57;1.04;47.90;-1.62;-6.53;0.00;-5.91;-9.05;-5.44;-3.02;-4.69;—
Enterprise Value (Mil);29.13;56.58;65.96;55.07;108.26;167.83;484.81;256.85;468.80;676.14;784.85;440.69;—
Enterprise Value/EBIT;—;—;49.54;—;306.31;—;474.37;—;—;—;-170.99;-52.92;—
Enterprise Value/EBITDA;—;63.06;10.76;9.93;18.16;—;71.25;58.18;—;—;77.52;195.34;—
