Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;12.60;9.96;19.01;12.27;7.96;6.23;7.51;3.63;3.02;3.15;3.66;4.29;3.07
Price/Earnings;605.00;76.50;61.07;31.99;31.36;35.94;57.05;21.45;484.00;—;34.83;71.36;25.84
Price/Cash Flow;64.30;75.16;48.01;27.52;15.90;17.18;40.50;21.06;16.05;41.65;28.38;23.60;17.36
Price/Book;30.28;15.02;25.30;12.00;8.75;7.39;8.47;2.73;2.06;2.82;3.37;4.33;4.27
Price/Forward Earnings;64.52;31.75;44.64;34.84;22.42;44.84;33.00;19.01;20.16;21.14;18.45;25.64;—
PEG Ratio;—;0.38;0.50;1.58;0.73;—;0.87;0.57;—;—;—;0.93;—
Earnings Yield %;0.17;1.31;1.64;3.13;3.19;2.78;1.75;4.66;0.21;-6.17;-1.57;0.41;—
Enterprise Value (Bil);0.68;0.73;2.22;1.94;1.93;1.34;1.58;1.13;0.86;0.89;1.02;1.08;—
Enterprise Value/EBIT;137.78;48.94;55.34;26.46;16.26;14.72;25.13;15.21;40.43;—;53.98;22.47;—
Enterprise Value/EBITDA;130.42;47.95;54.88;26.17;16.14;14.52;24.60;14.94;34.78;—;390.45;44.98;—
