Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.72;0.87;0.81;1.48;1.26;2.01;0.62;1.08;0.98;0.79;1.11;3.07
Price/Earnings;—;—;31.37;25.12;25.23;19.15;28.75;15.25;19.83;24.76;23.43;20.69;25.84
Price/Cash Flow;14.55;62.85;14.20;14.78;16.44;17.67;27.04;6.34;10.49;9.51;9.07;13.38;17.36
Price/Book;1.31;3.00;3.52;2.98;4.88;3.88;6.08;1.56;2.62;2.14;1.81;2.94;4.27
Price/Forward Earnings;-833.33;51.81;21.60;21.19;28.17;19.01;27.32;8.14;14.49;15.24;11.06;14.84;—
PEG Ratio;—;6.46;2.70;2.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;-7.61;-3.16;3.19;3.98;3.96;5.22;3.48;6.56;5.04;4.04;4.27;5.05;—
Enterprise Value (Bil);0.16;0.37;0.51;0.51;1.13;1.03;2.08;1.62;2.43;2.17;1.90;1.83;—
Enterprise Value/EBIT;—;—;15.91;12.69;13.85;10.28;18.54;13.25;16.23;18.94;16.19;15.17;—
Enterprise Value/EBITDA;40.79;—;11.10;9.30;11.74;8.73;15.64;7.98;9.39;10.04;8.74;10.70;—
