Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.44;0.90;0.87;0.47;0.43;0.32;0.23;0.03;0.45;0.57;0.27;3.07
Price/Earnings;15.11;14.51;25.45;28.83;16.70;21.49;28.49;63.53;—;—;12.51;29.96;25.84
Price/Cash Flow;7.77;5.27;10.94;11.75;6.24;4.85;7.09;4.16;—;3.66;3.68;4.51;17.36
Price/Book;2.21;1.76;3.32;2.99;2.03;2.08;1.50;1.17;0.21;3.47;3.29;1.50;4.27
Price/Forward Earnings;12.45;10.06;28.17;24.39;14.14;—;—;—;—;—;12.33;—;—
PEG Ratio;1.04;0.67;1.88;1.63;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.62;6.89;3.93;3.47;5.99;4.65;3.51;1.57;-203.23;-3.80;8.00;-38.90;—
Enterprise Value (Mil);198.36;146.44;354.78;348.70;214.50;218.35;163.49;117.76;298.03;422.75;421.09;219.81;—
Enterprise Value/EBIT;6.85;6.45;13.26;14.39;8.55;10.40;14.20;14.70;—;—;11.00;10.44;—
Enterprise Value/EBITDA;4.79;4.12;8.37;8.34;4.62;4.77;4.31;3.16;313.72;—;6.93;25.47;—
