Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.00;1.41;2.08;1.65;0.85;1.63;1.49;1.02;1.13;1.33;1.63;1.32;3.07
Price/Earnings;16.24;19.10;26.46;26.31;14.33;23.92;15.68;9.05;13.85;19.35;23.26;16.10;25.84
Price/Cash Flow;8.14;10.14;16.77;10.28;5.09;11.31;11.58;9.60;8.90;9.35;10.14;10.10;17.36
Price/Book;1.31;1.77;2.55;2.67;1.78;2.67;2.07;1.38;1.42;1.46;1.79;1.80;4.27
Price/Forward Earnings;13.95;14.75;20.62;15.41;10.14;15.92;—;9.55;12.80;14.39;15.77;13.61;—
PEG Ratio;1.00;3.69;2.58;1.92;—;—;—;1.22;4.74;3.13;—;—;—
Earnings Yield %;6.16;5.24;3.78;3.80;6.98;4.18;6.38;11.04;7.22;5.17;4.30;6.75;—
Enterprise Value (Bil);0.70;1.02;1.67;3.71;2.70;3.62;3.22;2.65;2.73;2.74;3.18;3.00;—
Enterprise Value/EBIT;7.11;9.25;14.29;23.68;13.01;18.50;12.98;11.33;12.61;15.93;17.94;14.12;—
Enterprise Value/EBITDA;4.47;6.31;10.07;16.23;8.73;12.78;9.46;8.06;8.71;10.26;11.68;9.93;—
