Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.46;1.66;2.07;1.92;1.73;1.89;2.07;1.28;1.74;2.01;2.41;1.75;3.01
Price/Earnings;16.43;16.93;20.59;19.49;19.85;22.70;26.13;18.74;20.94;23.02;28.51;22.18;25.53
Price/Cash Flow;13.18;14.50;16.94;16.13;16.99;16.47;20.91;11.15;14.36;12.90;16.83;14.85;17.03
Price/Book;2.68;3.02;3.59;3.08;3.01;3.99;4.49;3.10;4.23;4.23;4.82;3.94;4.19
Price/Forward Earnings;14.14;15.06;17.83;18.02;18.48;20.58;22.03;12.74;17.42;19.19;21.65;18.27;—
PEG Ratio;1.20;1.67;2.02;2.07;2.05;2.28;2.20;—;2.02;3.50;2.25;2.33;—
Earnings Yield %;6.09;5.91;4.86;5.13;5.04;4.40;3.83;5.34;4.78;4.34;3.51;4.61;—
Enterprise Value (Bil);3.54;4.35;5.62;5.42;6.00;7.08;8.08;7.12;9.59;9.80;11.49;8.23;—
Enterprise Value/EBIT;9.11;9.20;11.45;10.53;12.55;15.27;17.02;13.45;16.72;17.94;22.29;15.89;—
Enterprise Value/EBITDA;7.73;8.06;10.02;9.16;10.68;12.79;14.07;10.67;13.31;13.94;16.97;12.78;—
