Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.27;1.70;2.16;1.47;1.68;0.54;0.99;1.27;1.92;1.21;3.07
Price/Earnings;—;—;33.51;—;26.98;183.10;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;9.93;16.76;15.14;17.13;19.43;14.45;11.13;—;255.20;27.22;17.36
Price/Book;—;—;3.74;10.51;9.88;54.49;1.58;0.57;1.92;1.68;2.30;5.47;4.27
Price/Forward Earnings;—;—;19.57;24.04;30.30;17.45;29.41;10.58;17.30;31.95;34.84;19.80;—
PEG Ratio;—;—;—;6.01;—;—;2.15;1.03;1.74;—;—;—;—
Earnings Yield %;—;—;2.98;-2.27;3.71;0.55;-3.47;-3.35;-44.00;-19.09;-9.56;-19.54;—
Enterprise Value (Bil);—;—;7.54;9.43;11.01;22.45;26.97;12.49;16.40;14.53;13.27;17.75;—
Enterprise Value/EBIT;—;—;19.23;—;31.06;104.38;—;133.64;—;—;40.38;40.34;—
Enterprise Value/EBITDA;—;—;11.51;69.47;18.85;49.95;130.21;14.75;—;—;14.77;49.00;—
