Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.15;0.37;0.36;0.62;0.74;0.83;0.83;0.98;1.27;1.19;0.90;3.07
Price/Earnings;14.29;25.60;19.62;—;—;14.27;8.69;11.79;12.32;—;10.74;12.44;25.84
Price/Cash Flow;—;1.83;5.98;17.00;10.84;6.68;8.23;9.52;15.62;63.64;43.27;18.54;17.36
Price/Book;2.47;0.95;2.36;2.90;4.82;3.76;2.87;2.61;2.91;3.09;2.77;2.90;4.27
Price/Forward Earnings;6.91;11.34;11.30;—;—;—;—;11.63;18.21;32.15;61.73;—;—
PEG Ratio;0.29;1.41;0.27;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.00;3.91;5.10;-3.89;-2.09;7.01;11.50;8.48;8.12;-0.89;-1.43;7.02;—
Enterprise Value (Mil);355.33;299.76;513.76;505.21;506.70;547.15;728.73;745.60;877.21;914.82;901.98;754.60;—
Enterprise Value/EBIT;10.35;12.19;12.69;719.67;—;13.18;13.40;10.62;10.28;—;9.98;12.18;—
Enterprise Value/EBITDA;6.60;5.00;6.83;15.29;35.92;8.57;8.94;7.48;7.56;40.42;35.07;13.52;—
