Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.34;1.49;1.98;1.34;1.37;1.75;2.09;1.38;2.37;2.75;3.14;2.02;3.01
Price/Earnings;13.02;14.51;17.55;13.02;15.68;24.25;23.49;13.99;25.39;27.51;29.21;22.08;25.53
Price/Cash Flow;9.51;9.59;12.85;12.54;10.26;13.52;20.09;14.74;17.91;17.55;17.93;16.38;17.03
Price/Book;2.18;2.33;3.10;2.98;2.66;3.07;3.66;3.74;5.51;5.59;6.13;4.20;4.19
Price/Forward Earnings;11.81;12.17;15.06;13.85;15.63;20.83;22.42;12.50;18.25;20.83;22.17;18.89;—
PEG Ratio;0.77;1.44;1.36;1.85;1.82;2.22;1.44;1.13;1.88;2.17;1.93;1.74;—
Earnings Yield %;7.68;6.89;5.70;7.68;6.38;4.12;4.26;7.15;3.94;3.64;3.42;4.65;—
Enterprise Value (Bil);12.03;13.48;18.53;13.71;11.53;14.25;18.88;13.35;19.38;20.86;23.97;17.07;—
Enterprise Value/EBIT;9.95;10.67;13.78;9.66;11.60;18.36;17.80;12.88;20.20;22.36;23.30;17.92;—
Enterprise Value/EBITDA;7.92;8.32;10.56;7.37;8.80;12.60;13.01;9.37;15.65;17.26;18.26;13.37;—
