Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;0.38;0.76;0.74;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;51.09;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;11.47;40.33;46.16;—;17.36
Price/Book;—;—;—;—;—;—;—;—;1.11;2.76;2.34;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;20.66;31.85;29.50;—;—
PEG Ratio;—;—;—;—;—;—;—;—;0.83;1.49;1.36;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;-60.52;-1.46;-0.12;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;2.59;4.68;4.42;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;668.88;107.79;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;23.89;19.13;—;—
