Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.56;1.41;1.65;1.53;0.75;0.91;1.19;0.87;1.70;1.52;1.54;1.22;3.07
Price/Earnings;—;—;—;54.13;65.00;—;—;—;—;36.50;34.21;34.43;25.84
Price/Cash Flow;23.94;24.83;17.29;16.48;7.99;10.40;12.79;10.83;20.39;8.66;11.07;12.45;17.36
Price/Book;1.08;1.23;1.60;1.42;0.77;1.11;1.64;0.99;2.21;1.70;1.73;1.50;4.27
Price/Forward Earnings;16.58;48.31;32.36;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;9.66;6.47;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.88;-7.36;-4.18;1.85;1.54;-15.24;-7.33;-0.47;-4.96;2.74;2.92;-4.99;—
Enterprise Value (Mil);61.43;82.15;122.74;102.06;46.14;62.26;94.34;41.49;122.86;87.94;87.44;79.71;—
Enterprise Value/EBIT;—;—;—;38.64;—;—;—;—;126.53;25.88;24.56;4.76;—
Enterprise Value/EBITDA;12.77;17.57;32.55;13.63;8.82;25.14;19.23;—;25.80;13.06;13.30;24.84;—
