Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.91;0.59;0.46;0.12;0.09;0.40;0.64;1.01;0.97;1.29;0.59;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;437.80;185.56;25.84
Price/Cash Flow;24.43;22.53;—;—;—;—;—;—;107.23;22.97;31.24;51.27;17.36
Price/Book;1.46;2.09;1.36;1.72;—;—;—;—;2.86;2.83;3.87;2.94;4.27
Price/Forward Earnings;9.75;23.92;-50.00;-11.27;87.72;-2.81;-13.23;-16.23;43.86;82.64;61.73;77.91;—
PEG Ratio;0.39;0.96;—;—;5.83;—;—;—;—;—;—;—;—
Earnings Yield %;-23.99;-1.39;-8.65;-19.46;-291.43;-67.31;-20.27;-10.64;-6.43;-1.47;0.23;-19.38;—
Enterprise Value (Bil);0.59;0.78;0.92;0.90;0.54;0.56;0.82;0.94;3.93;3.93;5.05;1.95;—
Enterprise Value/EBIT;61.27;58.58;—;—;—;—;107.99;36.36;—;52.24;45.38;7.35;—
Enterprise Value/EBITDA;23.33;30.22;552.08;—;—;60.83;22.38;18.44;130.02;25.50;27.29;38.34;—
