Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.83;2.09;3.21;2.44;1.64;1.76;0.86;0.24;0.82;2.30;2.94;1.37;3.01
Price/Earnings;—;13.12;22.81;21.48;163.43;—;—;—;—;—;—;931.30;25.53
Price/Cash Flow;23.29;13.20;34.40;17.88;23.42;61.36;78.19;—;—;—;26.02;88.04;17.03
Price/Book;6.52;3.91;4.37;3.36;2.08;1.78;0.97;0.32;0.55;2.40;3.49;1.40;4.19
Price/Forward Earnings;12.45;13.26;20.12;16.58;43.10;40.82;21.19;-7.27;—;—;—;29.78;—
PEG Ratio;—;—;0.91;0.75;4.32;—;—;—;—;—;—;—;—
Earnings Yield %;-4.92;7.62;4.38;4.66;0.61;-7.03;-0.43;-137.61;-24.50;-113.27;-55.26;-45.30;—
Enterprise Value (Bil);0.57;0.63;1.11;1.04;0.66;0.57;0.30;0.11;0.03;0.12;0.12;0.29;—
Enterprise Value/EBIT;22.53;11.84;21.38;13.85;105.90;—;114.07;—;—;—;-3.08;41.82;—
Enterprise Value/EBITDA;15.80;9.74;16.83;11.23;26.95;—;20.34;—;—;—;-3.88;121.32;—
