Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.03;4.48;5.23;4.90;4.76;5.01;5.89;3.92;4.90;6.87;7.27;5.34;3.07
Price/Earnings;17.87;45.26;38.25;24.92;26.90;256.60;34.46;1,027.43;68.44;58.77;113.28;142.53;25.84
Price/Cash Flow;13.89;15.76;16.44;14.17;14.71;16.16;16.74;12.02;15.83;20.84;20.63;16.37;17.36
Price/Book;3.69;3.30;4.41;4.12;4.45;5.51;5.81;3.30;4.68;6.83;7.49;5.34;4.27
Price/Forward Earnings;18.38;16.64;19.12;17.76;17.30;16.23;15.46;10.29;16.21;19.01;18.90;16.23;—
PEG Ratio;1.53;1.67;1.87;3.09;3.13;1.38;1.30;0.89;3.49;1.38;1.59;1.57;—
Earnings Yield %;5.60;2.21;2.61;4.01;3.72;0.39;2.90;0.10;1.46;1.70;0.88;1.43;—
Enterprise Value (Bil);5.94;5.72;8.76;9.15;10.16;16.47;22.26;27.46;34.63;46.03;48.76;29.05;—
Enterprise Value/EBIT;12.60;24.43;28.65;19.02;25.03;99.16;32.57;38.56;41.41;69.52;70.02;54.76;—
Enterprise Value/EBITDA;10.32;14.34;16.47;13.01;14.86;30.29;18.08;19.37;18.00;24.86;26.36;21.91;—
