Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.55;0.74;0.78;0.78;1.08;0.93;0.80;0.47;0.47;0.69;0.68;0.64;3.07
Price/Earnings;29.41;27.94;18.74;17.89;16.83;23.57;16.08;9.21;12.29;—;12.11;14.04;25.84
Price/Cash Flow;6.33;14.35;32.25;15.79;11.43;11.53;19.69;13.14;19.77;4.63;8.26;22.61;17.36
Price/Book;0.97;1.22;1.34;1.32;1.79;2.34;2.24;1.24;1.13;1.53;1.55;1.62;4.27
Price/Forward Earnings;10.29;13.11;12.63;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.86;1.09;1.05;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.40;3.58;5.34;5.59;5.94;4.24;6.22;10.86;8.14;-3.16;8.26;5.72;—
Enterprise Value (Mil);91.10;123.09;149.41;151.66;223.41;444.75;522.14;318.66;352.41;352.94;383.86;379.62;—
Enterprise Value/EBIT;13.27;12.10;10.42;9.47;9.21;15.31;10.76;6.42;10.63;—;8.78;9.91;—
Enterprise Value/EBITDA;9.71;9.43;9.07;8.15;8.27;12.26;9.57;5.55;8.75;—;7.60;8.35;—
