Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.74;1.41;1.56;1.16;1.41;1.34;1.20;0.84;1.67;1.64;2.09;1.27;3.01
Price/Earnings;17.57;18.52;44.23;37.87;33.39;32.67;20.97;16.97;29.82;22.93;19.54;23.39;25.53
Price/Cash Flow;16.48;10.43;23.48;19.47;24.80;19.86;13.39;17.07;18.00;9.36;11.22;15.11;17.03
Price/Book;33.69;84.30;39.64;19.26;14.69;24.55;41.84;10.77;14.04;12.40;24.02;29.82;4.19
Price/Forward Earnings;13.93;11.75;18.15;16.53;18.05;15.36;19.72;12.32;16.31;15.13;14.22;17.30;—
PEG Ratio;0.94;1.18;1.45;1.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.69;5.40;2.26;2.64;2.99;3.06;4.77;5.89;3.35;4.36;5.12;4.74;—
Enterprise Value (Bil);3.87;2.73;5.00;4.91;5.81;5.55;5.11;3.91;6.44;7.17;9.52;5.48;—
Enterprise Value/EBIT;11.89;10.99;23.13;19.63;19.74;15.75;15.63;14.14;19.76;17.05;15.64;16.03;—
Enterprise Value/EBITDA;10.77;9.59;17.99;14.88;15.80;13.11;12.57;10.77;15.54;13.90;13.41;12.78;—
