Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.50;1.26;1.23;1.86;1.35;1.79;0.77;0.49;0.20;0.27;0.50;0.74;3.07
Price/Earnings;22.68;112.49;26.17;39.20;—;70.66;—;8.52;—;9.40;15.32;210.83;25.84
Price/Cash Flow;4.38;5.15;4.54;6.26;4.69;6.00;3.97;2.00;0.80;0.90;1.72;2.79;17.36
Price/Book;9.75;4.81;6.57;10.78;3.99;6.59;1.74;1.46;0.79;1.01;2.14;2.98;4.27
Price/Forward Earnings;22.27;15.58;15.34;35.21;27.93;—;—;—;—;—;—;26.26;—
PEG Ratio;14.84;7.79;7.67;17.61;13.97;—;—;—;—;—;—;10.16;—
Earnings Yield %;4.41;0.94;3.82;2.55;-1.86;1.42;-5.09;11.74;-10.57;10.63;-6.30;-0.21;—
Enterprise Value (Bil);1.36;1.83;1.99;2.81;2.45;2.72;3.18;3.03;2.59;2.51;2.72;2.78;—
Enterprise Value/EBIT;15.28;23.79;18.43;28.17;25.92;29.64;39.16;117.78;43.05;17.74;18.91;47.06;—
Enterprise Value/EBITDA;7.67;9.26;7.92;11.66;9.05;10.10;10.21;6.61;5.70;5.25;5.90;7.50;—
