Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.18;1.05;0.91;0.81;1.15;0.70;0.84;1.20;1.73;0.97;3.07
Price/Earnings;—;—;16.69;33.38;—;382.00;—;—;—;—;51.23;—;25.84
Price/Cash Flow;—;—;16.12;9.30;10.33;12.28;12.40;7.57;9.88;11.66;11.05;10.88;17.36
Price/Book;—;—;0.81;0.71;0.67;0.58;0.87;0.72;0.95;1.39;1.86;0.92;4.27
Price/Forward Earnings;—;—;69.93;34.25;24.57;67.57;35.09;30.30;58.82;77.52;41.84;41.47;—
PEG Ratio;—;—;—;3.23;1.67;4.56;2.01;1.61;6.05;2.56;1.26;2.59;—
Earnings Yield %;—;—;5.99;3.00;-1.42;0.26;-6.91;-22.47;-2.12;-9.52;-0.39;-7.68;—
Enterprise Value (Bil);—;—;7.73;6.27;6.01;5.63;8.05;6.65;9.79;11.58;15.48;8.35;—
Enterprise Value/EBIT;—;—;—;—;20.30;18.57;13.93;10.33;21.81;27.97;7.49;16.58;—
Enterprise Value/EBITDA;—;—;30.06;11.18;7.30;6.97;8.02;5.63;8.84;10.92;5.67;7.59;—
