Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.23;0.58;0.55;0.51;0.32;0.72;0.30;1.92;2.14;1.40;1.36;1.39;3.01
Price/Earnings;5.12;12.09;11.35;18.96;—;26.79;6.32;7.02;7.40;6.96;10.53;10.27;25.53
Price/Cash Flow;6.81;3.57;7.26;9.53;3.88;6.59;3.44;4.43;5.20;22.36;6.64;6.73;17.03
Price/Book;1.37;1.80;1.78;1.60;1.56;3.13;1.25;0.98;1.15;0.61;0.60;1.32;4.19
Price/Forward Earnings;6.68;5.00;6.80;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.11;0.23;0.31;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;19.51;8.27;8.81;5.27;-11.37;3.73;15.83;14.25;13.52;14.37;9.50;11.84;—
Enterprise Value (Mil);866.32;544.74;584.96;595.55;450.68;706.65;222.56;169.08;231.51;122.69;161.96;293.01;—
Enterprise Value/EBIT;4.01;8.50;8.84;17.23;—;22.97;3.20;4.80;4.23;4.46;8.93;7.81;—
Enterprise Value/EBITDA;3.27;6.64;6.56;9.57;—;13.85;2.51;3.43;4.01;4.07;7.75;5.60;—
