Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.70;0.83;1.38;2.51;2.64;4.63;4.44;3.99;5.57;3.33;4.52;1.50
Price/Earnings;517.10;17.95;27.05;168.50;—;37.14;48.59;27.53;—;—;69.04;53.14;24.83
Price/Cash Flow;1.41;2.47;2.60;3.09;8.19;5.61;13.60;10.80;7.62;16.81;7.74;11.48;11.13
Price/Book;0.72;1.02;1.31;1.88;3.26;3.47;6.40;6.76;6.79;6.41;4.33;6.57;1.87
Price/Forward Earnings;10.96;17.54;-32.68;15.58;22.99;21.28;32.26;20.08;19.08;28.90;24.57;37.89;—
PEG Ratio;1.62;0.16;—;0.14;1.74;1.39;1.32;0.56;1.96;—;—;2.99;—
Earnings Yield %;0.19;5.57;3.70;0.59;-0.07;2.69;2.06;3.63;-0.58;-1.22;1.45;1.05;—
Enterprise Value (Bil);0.59;0.90;1.18;1.66;3.06;3.63;7.44;8.00;7.80;10.15;7.40;7.68;—
Enterprise Value/EBIT;—;16.60;22.71;46.49;510.41;22.60;33.22;18.46;1,225.41;—;28.87;252.42;—
Enterprise Value/EBITDA;1.89;2.51;2.45;3.56;6.94;5.67;10.09;7.74;12.99;17.35;8.09;11.30;—
